Attendance,Grades,Homework Streak,Feedback Behavior,Weekly Test Scores,Attention Test Scores,Ragging,Finance Issue,Mental Health Issue,Physical Health Issue,Discrimination Based on Gender,Physical Disability,Risk Status
70,56,1,2,8,27,1,1,1,0,0,0,1
89,9,1,2,35,86,1,1,0,1,0,1,1
84,95,1,2,13,76,0,0,1,0,1,1,1
99,35,1,3,84,13,0,0,0,1,0,0,1
96,73,1,5,97,71,1,1,1,1,1,1,1
80,9,1,1,81,35,1,1,1,0,1,0,1
77,16,1,1,58,62,1,0,1,1,0,1,1
86,13,1,4,70,61,0,1,1,0,0,0,1
59,97,0,4,17,86,0,0,1,1,0,1,1
58,40,1,5,93,84,0,1,0,0,0,1,1
70,97,0,4,34,32,0,0,1,0,0,0,1
73,53,0,4,31,61,0,1,0,0,0,0,1
98,45,0,4,84,50,0,0,1,0,0,0,1
89,19,0,3,87,31,1,0,0,0,0,0,1
93,12,1,3,88,53,0,1,1,0,0,0,1
92,9,0,2,75,82,1,1,1,0,0,1,1
63,41,1,2,41,59,1,1,0,1,0,1,1
97,16,0,2,82,51,1,1,1,0,1,1,1
59,35,1,4,73,10,1,0,1,0,0,1,1
77,69,0,4,73,74,1,0,1,0,0,0,1
76,33,0,3,29,92,0,1,1,1,0,1,1
87,35,1,1,97,58,1,1,1,1,1,1,1
84,69,1,5,95,33,1,0,1,0,0,0,1
56,90,0,5,86,95,0,0,0,0,1,0,0
91,93,0,5,89,60,0,1,1,0,1,1,1
95,49,1,1,62,28,1,0,0,1,1,0,1
87,32,1,5,5,80,0,0,1,1,1,0,1
56,46,1,5,40,17,0,1,1,1,0,0,1
71,76,1,4,35,80,1,1,1,0,0,0,1
53,35,1,5,45,90,0,1,1,1,0,1,1
61,45,1,5,18,77,0,0,0,0,1,0,0
92,4,1,2,86,67,0,0,1,0,0,1,1
61,5,1,4,97,70,0,0,0,0,0,0,1
79,41,1,3,78,17,0,1,1,0,1,1,1
64,89,0,4,97,8,1,1,0,0,0,1,1
69,89,1,5,38,92,1,1,1,0,0,0,1
76,54,1,1,5,87,1,0,0,0,1,0,1
93,53,0,2,1,39,0,1,1,1,1,0,1
66,3,1,3,5,26,0,0,1,1,1,1,1
85,44,0,4,31,91,1,0,0,0,1,1,1
67,27,0,2,97,34,1,0,1,0,1,1,1
66,89,1,3,40,31,0,1,1,1,0,1,1
60,44,0,1,1,62,0,1,1,0,1,0,1
59,49,0,5,84,94,1,1,1,0,1,1,1
85,41,1,1,39,41,1,1,0,1,0,0,1
75,82,0,5,84,95,0,0,1,0,0,1,1
76,74,0,3,13,86,0,0,0,1,1,0,1
65,59,0,2,43,61,0,0,0,0,0,0,0
77,90,1,3,83,11,1,0,0,0,1,0,1
54,84,1,4,25,83,0,1,0,1,0,0,1
88,96,1,1,56,51,1,0,1,0,0,1,1
71,12,1,2,60,30,1,1,1,1,1,0,1
89,81,0,5,60,23,0,1,1,1,1,0,1
99,93,0,3,1,3,0,1,1,1,0,1,1
73,73,1,2,5,59,1,1,1,1,0,0,1
94,69,0,3,5,83,1,1,0,0,0,1,1
88,66,0,1,88,97,0,1,1,0,1,1,1
93,65,0,1,90,59,1,1,0,1,1,0,1
93,56,1,4,92,5,1,0,1,1,1,0,1
72,99,0,3,34,43,1,1,1,1,0,1,1
78,19,0,3,24,26,0,1,0,0,1,1,1
96,20,0,1,84,45,1,1,1,0,1,0,1
93,37,0,5,81,21,0,1,0,0,0,1,1
56,11,1,5,55,58,1,1,1,1,0,1,1
63,18,0,3,59,65,1,1,0,0,0,0,1
63,34,0,4,0,67,1,1,1,1,1,0,1
67,54,0,3,34,43,0,0,1,0,0,1,1
90,25,0,3,94,81,0,0,0,1,1,0,1
80,82,1,3,6,77,0,0,1,0,0,1,1
54,43,0,3,56,48,0,1,1,1,1,1,1
68,45,0,5,68,98,0,0,0,1,1,0,1
98,48,1,4,8,70,1,1,0,0,0,1,1
52,9,0,5,19,80,1,0,1,0,0,0,1
77,27,0,2,67,78,0,0,1,0,0,1,1
58,23,0,2,32,44,0,1,1,0,1,0,1
93,1,0,2,67,60,1,0,0,0,1,0,1
65,54,0,1,61,95,1,0,0,0,0,0,1
73,19,0,4,26,37,1,1,1,0,1,0,1
97,6,1,5,19,89,0,0,0,0,1,1,1
80,28,0,4,76,94,0,0,1,0,0,0,1
63,92,0,2,0,97,1,0,1,1,0,1,1
78,93,1,5,85,62,1,0,1,0,0,0,1
96,95,0,1,84,18,0,1,0,0,0,0,1
64,80,1,3,49,64,0,1,0,1,1,1,1
96,49,0,5,66,43,0,0,1,1,1,1,1
95,43,1,1,0,86,0,1,0,0,0,0,1
83,31,1,5,17,36,1,1,0,1,0,1,1
54,65,0,5,32,66,0,0,0,0,1,0,0
60,24,0,4,48,81,1,1,0,0,1,0,1
68,34,1,3,34,50,1,1,1,1,1,0,1
86,42,0,2,5,75,0,1,1,1,0,0,1
58,75,1,4,38,1,0,0,0,0,0,0,0
59,91,0,1,50,10,0,0,0,1,1,0,1
96,95,1,1,18,72,1,0,0,1,1,0,1
63,40,1,2,56,47,1,1,0,0,1,0,1
62,0,1,2,82,97,1,0,0,0,1,1,1
79,67,1,3,96,51,0,1,0,0,1,0,1
64,66,0,3,38,35,0,1,0,1,0,1,1
90,66,1,4,88,97,0,1,1,0,0,0,1
63,45,0,3,64,77,1,1,0,0,1,1,1
59,81,1,2,8,71,0,0,0,0,1,0,0
96,12,0,2,97,42,1,1,0,0,0,0,1
62,87,0,3,3,46,0,1,1,0,1,1,1
87,6,1,1,44,31,0,0,1,0,1,1,1
79,86,0,5,44,42,0,1,0,0,1,0,1
95,60,1,4,50,56,1,0,1,0,1,1,1
61,51,1,4,59,84,0,0,1,0,1,0,1
94,56,1,5,75,89,0,1,0,0,1,0,1
91,78,1,4,56,96,0,1,0,1,1,1,1
99,45,0,3,1,0,1,0,0,0,0,1,1
74,64,1,2,41,65,1,1,0,1,0,0,1
58,20,0,3,26,46,0,1,0,1,1,1,1
65,36,0,3,88,67,0,0,0,0,0,0,0
82,96,0,2,59,66,1,0,0,1,1,1,1
94,18,0,5,22,75,1,0,0,0,0,0,1
66,50,0,5,68,46,1,1,0,1,0,0,1
94,35,0,5,13,89,1,1,0,0,1,1,1
99,25,0,5,52,24,1,1,1,1,1,1,1
61,94,0,5,82,62,0,0,0,0,0,0,0
65,95,0,2,61,70,1,0,0,0,0,1,1
75,59,0,3,42,51,1,0,1,1,1,1,1
71,15,0,3,89,93,1,0,1,1,0,1,1
72,88,1,5,0,86,0,0,0,1,1,0,1
67,22,0,4,1,38,1,0,1,0,1,0,1
78,66,0,5,28,13,0,1,0,0,0,1,1
77,23,0,3,19,40,1,1,0,0,1,0,1
94,33,0,3,31,91,1,1,1,1,1,1,1
58,72,0,3,20,43,0,1,0,0,1,1,1
77,47,1,1,44,17,0,0,0,0,0,1,0
78,59,1,3,11,54,1,0,1,0,1,0,1
89,56,0,2,19,72,0,1,1,1,1,0,1
93,79,1,4,40,15,0,0,0,1,1,1,1
89,19,1,5,95,72,0,1,0,1,1,0,1
85,78,1,1,57,66,1,1,1,0,1,1,1
80,38,1,4,9,24,1,1,1,0,1,1,1
91,37,0,5,79,78,0,0,0,1,1,1,1
59,35,0,1,33,79,0,1,0,1,1,1,1
93,11,1,1,20,42,1,1,1,0,0,0,1
67,28,0,4,8,78,1,1,1,0,1,0,1
66,99,0,4,69,11,0,1,0,1,0,1,1
50,42,1,3,79,48,1,0,1,1,0,0,1
76,95,0,5,82,62,0,1,0,0,0,1,1
57,45,0,5,9,42,0,0,0,0,0,1,0
68,81,0,2,60,93,0,0,1,0,1,1,1
61,41,0,4,6,91,1,1,1,0,0,0,1
62,78,1,1,51,92,0,0,1,1,1,1,1
63,40,1,5,2,89,0,1,1,0,0,1,1
58,35,1,4,13,4,0,0,1,0,1,1,1
90,62,1,2,22,41,0,1,0,0,0,0,1
68,37,0,1,54,80,0,1,1,1,1,1,1
67,95,1,3,2,48,1,0,0,1,1,0,1
92,55,0,4,55,74,0,1,1,1,1,0,1
94,34,1,2,88,76,1,1,0,0,1,0,1
84,31,1,4,47,76,1,0,1,0,1,0,1
61,83,1,4,49,56,1,1,0,1,0,1,1
73,19,1,3,92,8,1,0,0,0,0,1,1
56,57,1,4,41,88,1,0,1,1,0,1,1
64,23,0,4,41,55,1,0,0,1,0,0,1
96,76,1,1,54,58,0,0,1,0,1,1,1
93,80,1,5,28,93,0,0,0,0,1,1,0
51,97,1,3,84,44,1,1,0,0,0,0,1
64,55,1,3,88,60,0,1,0,1,0,0,1
87,30,0,2,71,62,1,0,1,1,0,0,1
56,91,1,2,13,50,0,1,1,1,0,1,1
97,3,1,5,58,86,0,0,0,0,0,1,1
94,86,1,1,86,92,0,0,1,0,1,1,1
59,1,1,1,86,91,1,0,1,1,1,0,1
53,14,0,1,37,51,0,1,0,1,1,0,1
59,27,0,3,81,80,0,0,1,1,0,0,1
84,0,1,1,21,1,0,1,1,0,0,0,1
80,9,0,4,20,24,1,1,0,0,1,1,1
51,35,0,1,54,53,1,0,0,1,1,1,1
88,78,0,1,66,24,1,1,0,1,0,1,1
64,32,1,3,77,67,1,1,0,1,0,0,1
66,58,1,3,47,55,0,0,0,0,1,0,0
80,26,1,4,10,43,1,0,1,0,0,0,1
63,12,1,4,2,95,0,1,0,0,0,1,1
72,52,0,1,6,31,0,0,0,0,0,1,0
96,57,0,4,79,38,1,0,0,0,1,0,1
85,45,1,2,69,82,0,1,1,0,0,0,1
73,78,0,5,16,77,0,1,1,1,1,0,1
87,19,0,2,78,94,1,0,1,1,0,1,1
79,93,0,4,42,68,1,1,1,0,0,0,1
95,81,1,3,27,9,1,1,1,1,0,1,1
92,70,0,4,8,93,0,1,1,0,0,0,1
76,33,0,1,44,26,0,0,1,1,1,0,1
68,77,0,3,69,99,1,0,1,1,1,0,1
72,86,0,2,60,35,1,1,0,1,1,0,1
56,43,1,4,73,31,0,0,1,0,0,1,1
60,0,1,3,51,76,0,0,1,1,0,0,1
93,57,0,1,35,17,0,1,0,0,1,0,1
51,22,0,1,72,72,0,1,0,1,1,1,1
59,14,0,1,37,92,1,0,0,1,0,1,1
76,69,0,1,50,15,1,1,1,0,1,0,1
98,10,0,4,4,92,1,0,0,0,0,1,1
65,67,0,4,68,40,0,1,0,1,0,1,1
67,4,0,3,61,52,0,1,0,0,0,0,1
69,52,1,3,45,98,0,1,0,1,1,1,1
69,60,1,1,46,63,0,1,1,1,1,0,1
51,52,0,2,52,20,1,1,1,0,0,1,1
77,63,0,4,56,82,0,1,1,1,0,1,1
86,94,0,5,75,47,1,0,0,0,1,0,1
85,5,1,4,20,0,0,0,0,1,0,0,1
59,11,0,1,8,83,1,1,1,1,0,0,1
91,60,0,1,96,12,0,1,0,0,1,0,1
63,13,1,1,34,21,1,1,0,1,0,1,1
56,12,1,2,20,21,0,0,1,1,1,1,1
74,7,0,3,51,50,1,1,0,0,0,0,1
60,56,1,5,83,58,1,0,1,1,1,0,1
93,5,0,1,63,71,1,1,1,1,1,0,1
87,57,1,4,4,22,0,0,0,0,0,0,0
55,10,0,2,42,9,1,0,0,1,0,1,1
90,30,0,5,45,64,0,1,0,0,1,0,1
65,3,0,2,33,81,0,0,0,0,0,1,1
64,98,1,3,79,5,1,0,1,0,1,0,1
71,61,0,1,55,76,0,1,0,1,1,1,1
50,1,1,4,88,48,0,1,0,0,0,1,1
85,43,0,1,36,1,0,1,0,1,0,1,1
83,16,0,5,87,61,0,1,0,1,0,0,1
64,39,0,5,96,7,1,0,0,1,1,0,1
56,17,1,5,55,99,1,0,1,0,0,0,1
74,52,0,3,92,92,0,1,0,0,0,1,1
53,52,0,3,2,57,0,0,0,0,1,1,0
54,7,0,5,6,80,1,0,0,0,1,1,1
87,18,0,3,66,29,0,1,1,0,1,1,1
90,21,0,3,43,98,1,0,0,0,0,1,1
81,22,0,5,23,65,1,1,0,0,1,1,1
77,30,0,4,79,36,0,1,0,1,0,1,1
91,68,1,2,46,16,1,0,1,1,0,0,1
53,95,0,3,91,44,1,1,0,0,1,1,1
84,3,0,5,51,92,0,1,0,0,1,0,1
91,49,1,4,67,2,1,1,0,0,0,0,1
63,9,1,3,43,0,0,0,0,1,0,1,1
99,9,0,2,93,19,0,0,1,1,0,0,1
67,34,0,4,61,23,1,1,0,1,1,0,1
92,94,1,4,2,18,1,0,0,0,1,1,1
90,76,1,2,86,4,1,0,1,1,1,0,1
95,48,1,5,64,3,1,1,0,0,1,0,1
60,49,1,2,52,4,1,1,1,1,1,0,1
88,8,0,2,63,90,0,0,1,1,0,1,1
92,24,0,5,55,79,1,0,1,0,1,0,1
53,36,1,5,57,6,0,0,0,1,0,0,1
77,9,1,1,44,90,0,1,1,0,0,0,1
65,6,0,4,64,1,0,0,1,0,1,0,1
84,8,0,4,97,60,1,0,1,0,0,0,1
86,81,0,5,79,70,1,1,1,1,0,1,1
92,73,1,1,58,32,0,1,0,1,0,0,1
89,57,0,2,6,45,1,1,1,0,1,0,1
94,1,1,2,65,85,1,0,1,1,0,1,1
70,36,0,3,0,69,0,0,0,1,1,1,1
75,0,1,4,85,13,1,0,1,0,0,0,1
61,58,0,2,17,26,0,0,0,0,1,1,0
94,41,0,1,6,26,0,0,0,0,0,0,0
67,78,0,4,62,22,1,0,1,1,1,1,1
55,54,0,5,56,77,0,0,0,0,0,1,0
69,91,1,1,76,52,1,0,0,0,1,0,1
57,26,0,2,9,22,1,0,1,1,0,1,1
54,34,1,4,14,16,1,1,0,0,1,1,1
81,69,1,2,70,24,0,0,0,0,0,0,0
79,7,0,3,95,12,1,0,0,1,1,1,1
92,82,0,2,65,77,1,1,1,0,0,0,1
77,15,0,5,94,43,1,1,0,0,1,1,1
82,29,0,2,52,88,0,1,1,1,0,0,1
93,80,1,5,96,39,0,0,0,0,1,0,0
91,61,0,1,24,36,1,1,1,0,1,1,1
68,50,0,2,99,69,1,0,1,0,0,0,1
79,3,0,1,75,68,1,0,1,1,0,0,1
63,49,0,3,20,18,0,0,1,1,1,1,1
94,69,0,1,66,35,1,1,0,1,0,1,1
59,90,0,3,56,1,0,1,0,0,0,1,1
58,34,1,2,76,34,1,0,1,0,1,0,1
75,97,0,4,17,68,0,1,0,0,1,1,1
83,88,0,2,20,88,0,1,0,1,1,1,1
67,53,1,5,96,67,1,1,1,0,0,1,1
99,42,1,2,65,51,1,0,0,1,0,0,1
97,34,1,4,65,89,1,1,1,0,0,1,1
66,74,0,2,98,73,1,0,1,0,0,1,1
99,66,0,4,71,21,1,1,1,0,0,1,1
57,65,0,2,50,17,1,1,1,1,1,1,1
80,64,1,5,61,15,0,1,1,1,0,0,1
66,43,0,5,23,31,0,0,0,0,0,0,0
72,11,0,1,65,22,1,0,1,0,0,0,1
87,71,1,5,49,21,1,0,0,1,1,0,1
59,35,0,2,86,64,1,0,0,1,1,0,1
96,17,1,3,13,88,0,1,0,1,0,0,1
62,72,1,4,40,19,0,0,1,0,0,0,1
74,37,1,4,10,99,1,1,0,1,1,0,1
72,32,1,1,66,1,1,0,0,1,0,0,1
64,65,0,2,47,46,0,0,0,1,1,0,1
95,4,1,5,66,54,0,0,1,0,0,1,1
83,81,0,4,31,43,0,1,0,1,0,1,1
54,92,1,4,48,29,1,0,1,0,0,0,1
55,59,0,4,35,57,1,0,1,1,1,0,1
62,95,1,3,27,22,1,0,0,1,0,1,1
91,81,0,3,89,28,1,1,0,1,0,0,1
62,36,0,3,10,84,0,0,1,0,0,1,1
50,64,1,1,42,83,1,0,1,0,0,0,1
55,83,0,1,88,49,1,0,0,0,0,0,1
72,25,0,1,30,50,1,1,0,1,1,1,1
91,29,0,2,58,9,0,1,1,1,0,0,1
83,7,1,1,10,99,1,0,0,1,1,1,1
99,90,0,3,45,34,1,0,1,1,1,1,1
51,6,0,2,3,82,1,1,0,1,1,0,1
60,31,0,2,6,36,0,1,1,0,0,1,1
56,59,0,1,57,41,0,1,0,0,1,1,1
66,67,0,2,9,75,1,0,0,1,1,0,1
57,4,0,3,43,53,0,1,1,1,0,0,1
77,1,1,3,1,87,0,1,0,1,1,1,1
88,76,0,3,73,79,0,0,1,0,0,0,1
93,8,0,5,49,78,1,1,0,1,1,1,1
70,63,1,3,89,15,0,1,0,0,0,0,1
91,33,0,1,80,86,1,0,1,1,1,1,1
68,33,1,1,7,5,0,1,1,0,0,0,1
92,29,1,4,1,39,1,0,0,1,1,1,1
56,29,0,4,59,33,0,1,0,1,1,1,1
88,86,1,3,64,37,1,1,1,0,1,0,1
84,63,1,2,87,25,0,0,0,0,1,0,0
99,25,1,3,47,74,0,0,1,1,1,1,1
60,93,0,1,46,86,0,0,1,1,0,0,1
89,56,1,2,26,28,1,0,1,0,1,0,1
90,67,1,2,50,26,1,1,0,1,0,1,1
90,91,1,1,50,20,0,0,0,0,1,1,0
77,40,0,2,84,7,1,1,0,1,0,0,1
80,13,1,5,43,96,0,0,0,1,0,0,1
86,90,1,4,24,2,1,0,1,1,1,0,1
84,44,1,4,42,45,0,1,1,1,1,0,1
75,24,0,2,70,78,1,0,0,1,0,0,1
77,98,1,2,84,8,1,1,1,0,1,1,1
81,48,1,2,47,41,0,0,1,1,0,0,1
98,25,0,4,5,14,0,1,0,1,1,0,1
93,60,0,3,52,4,0,0,0,0,1,0,0
53,37,0,3,71,34,0,1,1,0,0,0,1
50,31,0,3,28,71,0,1,1,1,0,0,1
87,15,1,4,54,17,1,0,0,0,0,0,1
89,86,0,4,8,6,0,1,1,1,0,1,1
62,97,0,3,32,20,1,0,0,0,0,1,1
70,11,0,5,14,71,0,1,1,1,0,0,1
61,17,1,5,81,16,1,0,0,1,1,1,1
62,28,1,1,28,84,0,0,1,0,0,1,1
77,43,0,5,69,74,1,0,0,0,0,1,1
97,20,1,1,93,29,1,1,1,1,1,1,1
71,36,0,4,45,90,1,0,1,0,1,0,1
94,8,1,5,45,89,0,0,0,0,1,0,1
62,47,1,4,19,41,0,1,1,0,0,0,1
97,5,1,5,78,92,0,1,0,1,1,0,1
67,30,1,1,45,77,0,1,0,1,0,0,1
89,60,1,4,88,84,0,1,0,1,0,1,1
81,51,0,3,71,89,1,0,0,0,1,1,1
97,47,0,4,78,22,0,1,0,1,0,0,1
79,51,0,1,90,16,1,0,0,0,0,0,1
51,2,1,3,31,5,0,0,1,0,1,0,1
87,84,1,4,13,98,0,1,1,1,1,1,1
50,88,0,3,94,93,1,0,0,0,0,1,1
73,13,0,2,6,26,1,1,0,0,1,1,1
63,62,0,1,60,36,1,0,0,0,1,0,1
58,83,1,5,53,39,1,1,0,0,1,1,1
70,33,0,4,98,12,0,0,0,1,0,1,1
68,38,1,3,2,38,1,1,1,1,1,1,1
66,92,1,4,37,99,0,0,1,0,1,1,1
63,80,0,2,1,68,1,0,1,0,0,1,1
58,19,0,1,1,47,0,1,1,1,0,0,1
56,36,0,3,22,94,1,0,0,0,0,1,1
77,15,1,4,48,19,1,1,1,0,0,0,1
87,37,1,4,42,55,0,1,1,1,1,1,1
85,10,1,4,10,78,1,0,1,1,0,1,1
90,51,0,1,78,69,1,1,0,1,1,0,1
76,19,0,3,21,82,0,1,0,0,0,0,1
80,53,1,4,53,62,0,1,0,1,0,0,1
62,41,0,3,39,13,1,0,1,1,1,1,1
95,9,1,4,91,58,0,1,1,0,1,1,1
66,77,0,3,87,30,0,0,0,0,0,0,0
73,73,0,4,62,98,0,0,1,0,1,0,1
92,29,0,5,62,17,1,1,0,1,1,0,1
58,65,0,1,0,29,0,1,0,1,0,0,1
66,55,0,4,7,72,1,0,1,1,0,1,1
68,83,1,2,11,33,1,0,1,0,1,1,1
60,96,1,3,3,62,0,0,1,1,0,1,1
65,34,0,3,83,64,1,0,0,0,0,0,1
88,58,1,1,32,66,1,0,0,1,0,1,1
74,30,1,1,51,37,0,0,1,0,0,0,1
86,53,0,5,71,99,1,0,1,0,1,1,1
97,36,0,3,8,70,1,0,0,1,1,0,1
50,26,1,2,10,96,1,0,1,1,1,1,1
53,40,0,3,85,4,1,0,1,1,0,0,1
76,0,0,5,77,10,0,1,0,1,0,0,1
70,17,1,5,94,48,1,1,1,1,0,0,1
97,58,1,4,93,68,0,1,1,0,0,0,1
97,95,1,2,26,19,0,1,0,1,0,1,1
83,87,0,5,8,95,0,0,0,0,1,0,0
74,32,0,5,83,87,1,1,0,0,0,1,1
68,17,1,5,62,54,0,0,0,0,1,1,1
90,71,1,5,22,75,1,1,0,1,1,0,1
59,7,0,3,47,49,0,1,0,0,0,1,1
58,53,1,1,42,66,0,0,1,0,1,0,1
57,16,0,5,10,76,1,1,0,1,0,0,1
78,30,1,4,26,24,1,1,0,0,0,0,1
97,30,0,3,26,65,1,1,0,0,1,1,1
91,34,0,2,25,70,0,0,0,0,1,1,1
69,25,1,1,68,13,1,0,0,1,0,0,1
72,82,0,3,38,97,1,1,1,0,1,1,1
53,73,0,1,18,61,0,0,0,0,1,1,0
64,82,0,2,95,38,0,1,0,1,0,1,1
52,20,1,2,56,70,0,0,1,1,0,1,1
73,57,1,5,79,46,1,0,0,1,1,1,1
93,76,1,5,44,1,0,0,0,1,1,1,1
74,15,1,2,90,68,0,1,0,0,0,1,1
70,85,1,5,59,89,1,0,1,0,0,1,1
85,42,1,1,2,94,0,1,1,1,0,0,1
96,38,1,5,25,32,0,0,0,0,0,1,0
82,21,1,2,33,57,1,1,0,1,0,1,1
84,11,0,4,1,1,1,0,1,0,0,1,1
92,69,1,5,53,91,0,1,1,1,1,0,1
78,85,0,5,12,60,0,1,1,0,0,1,1
87,86,1,5,65,29,0,0,1,0,1,0,1
86,90,0,3,75,29,0,1,0,0,0,1,1
68,17,0,5,1,14,1,1,0,0,0,1,1
92,72,1,3,67,96,0,0,1,0,0,0,1
85,17,0,5,18,61,1,0,0,0,0,0,1
89,21,0,1,31,9,0,0,1,1,1,1,1
85,51,1,3,10,94,1,0,0,1,0,1,1
51,2,0,2,65,73,1,0,0,1,0,0,1
79,58,0,4,63,26,0,0,1,0,0,0,1
70,58,1,2,0,77,1,0,1,1,1,1,1
87,48,0,1,12,5,1,0,1,1,1,1,1
85,41,1,4,84,80,0,1,1,1,0,0,1
96,29,1,4,26,11,0,1,1,1,0,0,1
84,89,1,3,90,10,1,0,0,1,1,0,1
77,83,0,2,65,26,0,0,1,1,0,1,1
99,96,1,3,55,5,0,0,1,0,1,0,1
64,76,1,1,56,64,0,0,1,0,0,0,1
92,49,0,1,36,17,0,0,0,0,0,0,0
80,47,1,3,39,53,1,1,1,1,1,1,1
77,38,1,1,51,35,0,0,0,1,0,0,1
54,44,1,2,54,97,0,1,0,1,1,0,1
54,81,0,4,16,74,0,1,1,1,0,0,1
56,29,0,1,60,0,0,0,0,1,0,1,1
91,68,0,1,53,88,1,1,1,1,1,1,1
91,22,1,5,97,78,0,0,1,0,0,1,1
53,78,0,3,29,53,1,1,1,0,1,1,1
89,36,1,2,62,38,0,1,1,0,1,1,1
94,49,0,1,84,38,0,0,0,0,1,1,0
86,80,1,5,41,0,0,0,0,0,0,0,0
77,79,1,3,90,69,1,0,1,1,0,1,1
63,31,0,1,71,19,1,1,1,0,1,0,1
94,17,0,4,48,49,1,0,0,1,1,0,1
50,64,0,5,29,5,1,1,0,1,0,0,1
60,15,1,1,46,54,1,0,0,0,1,0,1
79,66,0,4,72,74,1,0,0,1,0,1,1
64,93,1,2,29,23,1,1,1,1,1,0,1
50,45,1,1,79,98,1,0,1,1,0,0,1
50,58,1,4,60,57,1,0,0,0,0,0,1
82,34,1,4,80,9,0,0,1,1,1,0,1
61,77,1,1,94,87,0,1,1,0,0,1,1
79,50,0,3,9,16,1,1,1,0,0,0,1
55,94,0,4,93,97,0,0,0,1,0,1,1
55,67,0,2,27,20,0,1,1,0,1,0,1
80,97,0,2,95,55,0,1,0,0,1,0,1
68,54,1,5,5,78,0,0,1,0,1,1,1
92,99,0,4,85,61,1,0,0,1,0,0,1
66,59,0,5,12,35,1,0,0,1,1,1,1
67,19,0,4,80,95,1,1,0,0,1,1,1
61,4,0,2,12,74,0,0,1,1,0,0,1
59,75,1,5,56,51,0,1,1,0,1,1,1
59,50,0,5,28,85,1,0,0,0,1,1,1
76,37,0,4,73,53,1,1,1,0,1,1,1
62,78,0,5,25,48,1,0,1,1,1,1,1
50,47,0,2,36,17,1,1,0,0,1,0,1
89,76,0,5,36,13,1,0,1,0,1,0,1
78,42,0,5,36,56,0,0,0,0,0,1,0
63,49,0,5,46,81,1,0,1,0,1,0,1
73,28,1,2,43,66,0,0,1,1,1,1,1
98,84,0,3,60,28,1,1,1,0,1,1,1
77,96,0,5,81,79,0,1,1,1,1,0,1
93,6,1,4,24,90,1,1,1,1,0,1,1
75,78,1,2,87,4,1,0,0,1,0,0,1
70,56,0,5,19,85,0,1,1,1,1,1,1
97,56,1,2,78,9,1,1,1,1,1,1,1
62,45,0,1,27,56,1,1,1,0,0,0,1
74,2,0,3,87,73,0,0,0,0,0,0,1
55,52,1,1,14,45,0,1,0,0,1,1,1
84,73,0,5,41,20,1,1,0,0,0,0,1
62,27,0,2,16,49,1,0,1,1,0,1,1
93,93,1,5,93,9,1,1,1,0,0,1,1
65,34,1,5,28,39,1,0,0,0,0,0,1
71,5,1,4,76,43,1,1,0,0,0,0,1
86,56,0,3,64,91,0,0,1,0,1,1,1
99,24,1,4,39,7,0,0,1,0,0,0,1
94,42,0,3,91,90,0,0,1,1,1,1,1
62,45,0,2,84,77,1,1,0,0,0,0,1
98,74,1,3,83,89,1,1,1,1,0,1,1
84,12,0,3,8,94,1,1,1,0,0,1,1
55,4,1,4,69,69,0,1,1,0,0,0,1
70,97,0,2,7,31,1,1,1,0,0,0,1
81,36,1,3,94,90,0,0,0,1,0,0,1
84,93,1,3,2,53,1,0,1,1,0,1,1
73,38,0,1,99,80,0,1,0,1,0,0,1
69,74,1,3,72,76,1,1,1,0,0,0,1
71,42,1,5,16,26,0,0,1,0,1,1,1
97,35,1,5,16,58,0,1,0,1,0,1,1
56,98,0,4,7,76,1,0,0,1,1,1,1
54,58,0,3,58,24,0,0,0,1,1,1,1
59,76,1,2,64,12,1,1,1,1,1,1,1
74,21,1,1,86,33,1,0,1,1,1,0,1
97,70,0,1,49,21,1,1,0,0,1,1,1
82,95,0,4,37,47,0,1,0,1,1,0,1
60,12,0,4,57,37,1,0,0,0,1,1,1
76,42,0,3,57,97,0,0,0,1,0,1,1
77,66,1,4,77,11,1,1,0,1,1,1,1
66,51,0,1,42,43,0,0,0,1,0,0,1
84,23,0,1,71,43,1,1,0,1,0,1,1
72,24,0,5,57,92,1,0,0,1,0,1,1
78,74,0,4,5,68,0,1,0,0,0,1,1
78,75,0,4,37,42,1,1,1,1,1,1,1
99,54,0,1,43,72,0,1,0,1,1,1,1
64,53,1,3,13,69,1,1,0,0,1,1,1
87,68,0,1,35,16,0,0,1,0,1,1,1
75,98,0,3,23,75,0,1,0,0,1,1,1
55,81,0,3,58,20,1,0,1,0,1,1,1
52,68,0,4,14,81,0,0,1,0,0,0,1
85,26,1,4,41,43,1,0,1,0,0,0,1
61,40,1,3,63,2,1,0,1,1,0,1,1
63,7,0,5,69,8,1,1,1,0,0,0,1
85,2,0,2,21,53,0,1,1,1,0,1,1
81,98,0,2,26,99,0,0,0,0,1,0,0
80,97,1,4,90,54,0,0,1,0,1,0,1
55,43,0,4,10,5,0,0,0,0,0,1,0
79,84,0,4,44,55,1,1,1,0,0,1,1
77,29,0,4,25,68,1,1,0,1,1,1,1
51,66,0,3,7,3,1,0,0,1,0,1,1
90,78,0,4,63,68,1,1,1,1,0,0,1
76,74,1,3,58,41,1,1,1,0,0,0,1
78,76,1,3,50,16,1,0,0,0,1,0,1
89,90,1,5,85,96,1,1,0,1,0,0,1
89,46,0,1,42,82,0,0,1,0,0,0,1
